RELATÓRIO DE VAGAS - JOINVILLE/SC
Período: 01/06/2026 a 29/06/2026
Gerado em: 29/06/2026 13:44
Total de vagas: 225
Administrativo: 9; | Operacional: 105; | Técnico: 6; | Geral: 105


🔴 ÚLTIMOS 7 DIAS - 49 vagas

Período;Categoria;Mês Ref.;Data;Hora;Cargo;Empresa;Cidade;Bairro;Salário;Horário;Contrato;Escolaridade;Email;WhatsApp;Telefone;Benefícios;Requisitos;Atividades;Experiência;Link Vaga;Link Mensagem;Fonte;Descrição
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;08/06/2026;11:50;Oportunidades Vagas Britâniavagas;e curso atualizado;Joinville/SC;Pirabeiraba;;13h30 as 17h30Local: Britania CDRua Dona Francisca 12340, ba;;;;;;;;;e curso atualizado, CNH BProcesso Seletivo 08 e 09/06Horário: 13h30 as 17h30Local: Britania CDRua Dona Francisca 12340, bairro Pirabeiraba.Traga seu curriculum impresso e participe do processo seletiv;;https://t.me/c/1191506085/170279;Empregos Joinville e Região;Oportunidades Vagas BritâniaVagas em aberto para:Operador de Depósito Operador de Empilhadeira com experiência e curso atualizado, CNH BProcesso Seletivo 08 e 09/06Horário: 13h30 as 17h30Local: Britania CDRua Dona Francisca 12340, bairro Pirabeiraba.Traga seu curriculum impresso e participe do processo seletivo.Venha Bri.ta.niar!
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;05/06/2026;21:01;Temos Vagas;LOCALIZADA NO VILA NOVA;Joinville/SC;Vila Nova;;;;;;;;;;;;;https://t.me/c/1191506085/170268;Empregos Joinville e Região;Temos VAGAS: EMPRESA LOCALIZADA NO VILA NOVA** INICIO IMEDIATO **1x Vaga Para CONFERENTE Horário: Escala 5x2 das 18:00 ás 03:24 de segunda a sexta2x Vagas para AUXILIAR DE CARGA E DESCARGA Horário: Escala 5x2 das 18:00 ás 03:24 de segunda a sexta6x Vagas para AUXILIAR DE CARGA E DESCARGA Horário: Escala 5x2 das 20:00 ás 05:09 20:00 as 05:09• Salário fixo mensal• VT+ por semana• Alimentação na empresa• Bonificação para quem não faltaEntrar em contato com 47 99120.9022 - Patrícia
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;05/06/2026;21:01;Estamos Contratando;Estamos;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170255;Empregos Joinville e Região;Estamos contratando!Venha fazer parte da nossa equipe!
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;05/06/2026;21:01;Consultora Interno Comercial;em televendas;Joinville/SC;;;;Contrato;;;(48) 99106-1340;;;Perfil comercial com foco em metas e conversãoAutonomia para gestão da própria agendaDomínio de técnicas de vendas e uso de CRM/WhatsApp BusinessDiferencial: conhecimento em mecânica/estética automotiva e experiência em televendas Para participar do nosso processo seletivo entre em contato pelo fone;Prospecção ativa de clientes (digital e presencial)Apresentação consultiva e fechamento de contratosAcompanhamento pós-venda e fidelização de associadosParticipação em eventos e ações externas✅ Requisitos:Perfil comercial com foco em metas e conversãoAutonomia para gestão da própria agendaDomínio de técnicas de vendas e uso de CRM/WhatsApp BusinessDiferencial: conhecimento em mecânica/estética aut;em televendas Para participar do nosso processo seletivo entre em contato pelo fone Whatsapp 48 99106-1340 e seguir o passo a passo de orientação.#ConsultorDeVendas #ProteçãoVeicular #VagaJoinville #O;;https://t.me/c/1191506085/170253;Empregos Joinville e Região;Joinville – SC | CONSULTORA INTERNO COMERCIAL Você tem perfil comercial, gosta de desafios e sabe como transformar uma conversa em resultado? Essa oportunidade é para você!✨ Atribuições:Prospecção ativa de clientes (digital e presencial)Apresentação consultiva e fechamento de contratosAcompanhamento pós-venda e fidelização de associadosParticipação em eventos e ações externas✅ Requisitos:Perfil comercial com foco em metas e conversãoAutonomia para gestão da própria agendaDomínio de técnicas de vendas e uso de CRM/WhatsApp BusinessDiferencial: conhecimento em mecânica/estética automotiva e experiência em televendas Para participar do nosso processo seletivo entre em contato pelo fone Whatsapp 48 99106-1340 e seguir o passo a passo de orientação.#ConsultorDeVendas #ProteçãoVeicular #VagaJoinville #OportunidadeJoinville #VendasSC #RecrutamentoSC #TalentosSC #VagasSantaCatarina #ComercialSC #EmpregosJoinville #Contratando #VagaAberta #TrabalheConosco #VendasConsultivas #MercadoAutomotivo
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;05/06/2026;20:55;Estamos Contratando Balconista;Estamos;Joinville/SC;Comasa;;;;;;47988004372;;;;;;;https://t.me/c/1191506085/170232;Empregos Joinville e Região;Estamos contratando Balconista com experiência, e que goste de atendimento ao público,que more perto do bairro comasa, maiores informações 47988004372
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;05/06/2026;15:09;Vaga Aux De;na função;Joinville/SC;;;;;;;;;;-Ter experiencia na função-Ser pró ativa e vontade de crescimentopara mais informações 11 9 8656-9613;;;;https://t.me/c/1191506085/170185;Empregos Joinville e Região;Vaga Aux de cozinhaRestaurante no shopping gartenSalario 2.000 + Refeição no local + Premio Assiduidade + Premiação por metasRequisitos:-Ter experiencia na função-Ser pró ativa e vontade de crescimentopara mais informações 11 9 8656-9613
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;05/06/2026;14:40;Vagas De Atendimento Ao;Emprego;Joinville/SC;Anita Garibaldi;R$ 1.433,60;;MEI;Médio Completo;;(47) 99765-0272;;;✔ Ter entre 18 e 25 anos✔ Ensino médio completo✔ Não estar trabalhando atualmente Início imediato! Interessou? Entre em contato agora mesmo:(47) 99765-0272 – Luiz Marque alguém que está procurando uma oportunidade de emprego!#Emprego #Vagas #AtendimentoAoCliente #CallCenter #Oportunidade #VagaNoturn;;;;https://t.me/c/1191506085/170183;Empregos Joinville e Região;✨ VAGAS DE ATENDIMENTO AO CLIENTE – INÍCIO IMEDIATO!Está procurando uma oportunidade de emprego? Temos vagas disponíveis em diferentes turnos para você escolher o que melhor se encaixa na sua rotina! Atendimento SAC Receptivo Horários disponíveis:✔ 08h às 14h✔ 14h às 20h✔ 20h às 02h ✔ 02h às 08h O que oferecemos:✔ Salário de R$ 1.433,60✔ Vale-alimentação de R$ 145,00✔ Bonificação após 3 meses✔ Escala 5x2✔ Adicional noturno de 25% para os turnos das 20h às 02h e das 02h às 08h Local: Presencial – Anita Garibaldi (BR Call Center) Requisitos:✔ Ter entre 18 e 25 anos✔ Ensino médio completo✔ Não estar trabalhando atualmente Início imediato! Interessou? Entre em contato agora mesmo:(47) 99765-0272 – Luiz Marque alguém que está procurando uma oportunidade de emprego!#Emprego #Vagas #AtendimentoAoCliente #CallCenter #Oportunidade #VagaNoturna #PrimeiroEmprego #Joinville #ContratacaoImediata
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;05/06/2026;12:15;Para Polidor;em Pirabeiraba;Joinville/SC;Pirabeiraba;;;;;;47 98817-1778;;;;;;;https://t.me/c/1191506085/170169;Empregos Joinville e Região;Empresa em Pirabeiraba, estamos com vaga para Polidor. Não é necessario experiencia, vaga masculina. Interessados entrar em contato via whatts 47 98817-1778
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;05/06/2026;12:10;Nossas Vagas São;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170165;Empregos Joinville e Região;Atenção,nossas vagas são para Joinville Sc, não fornecemos alojamento.
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;05/06/2026;12:09;;;Joinville/SC;;;;;;;5547992262;;;;;;;https://t.me/c/1191506085/170164;Empregos Joinville e Região;https://wa.me/5547992262994?text=VAGA-DE-TELEFONISTA.
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;04/06/2026;19:00;Passadeira De Peças Confeccionadas;Não exigida;Joinville/SC;Centro;R$ 2.106,00;;;;;(47) 99680-0136;;Vale-transporteComissões Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Experiência: Não exigidaEscolaridade: Não exigidaNão exige CNH Benefícios:Vale-transporteComissões Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Passar roupas e peças confeccionadasRealizar acabamento das peças do vestuárioOrganizar o local de trabalhoAuxiliar no controle de qualidade dos acabamentosExecutar atividades relacionadas à passadoria Requisitos:Experiência: Não exigidaEscolaridade: Não exigidaNão exige CNH Benefícios:Vale-transporteComissões Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifíci;Não exigidaEscolaridade: Não exigidaNão exige CNH Benefícios:Vale-transporteComissões Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/S;;https://t.me/c/1191506085/170155;Empregos Joinville e Região;VAGA: PASSADEIRA DE PEÇAS CONFECCIONADAS 8988086 Local de trabalho: Joinville – Centro Salário: R$ 2.106,00 Horário: Segunda a sexta-feira das 10h às 19h | Sábado das 09h às 13h Atividades:Passar roupas e peças confeccionadasRealizar acabamento das peças do vestuárioOrganizar o local de trabalhoAuxiliar no controle de qualidade dos acabamentosExecutar atividades relacionadas à passadoria Requisitos:Experiência: Não exigidaEscolaridade: Não exigidaNão exige CNH Benefícios:Vale-transporteComissões Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;03/06/2026;18:45;Temos Vagas;LOCALIZADA NO VILA NOVA;Joinville/SC;Vila Nova;;;;;;;;;;;;;https://t.me/c/1191506085/170093;Empregos Joinville e Região;Temos VAGAS: EMPRESA LOCALIZADA NO VILA NOVA** INICIO IMEDIATO **1x Vaga Para CONFERENTE Horário: Escala 5x2 das 18:00 ás 03:24 de segunda a sexta2x Vagas para AUXILIAR DE CARGA E DESCARGA Horário: Escala 5x2 das 18:00 ás 03:24 de segunda a sexta6x Vagas para AUXILIAR DE CARGA E DESCARGA Horário: Escala 5x2 das 20:00 ás 05:09 20:00 as 05:09• Salário fixo mensal• VT+ por semana• Alimentação na empresa• Bonificação para quem não faltaEntrar em contato com 47 99120.9022 - Patrícia
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;03/06/2026;18:45;Se De Costureira Para;;Joinville/SC;;;;MEI;;;(47)99167-4403;;;;;;;https://t.me/c/1191506085/170086;Empregos Joinville e Região;PRECISA-SE DE COSTUREIRA PARA PEQUENOS REPAROS MEIO - PERÍODO(MANHÃ OU A TARDE).(47)99167-4403
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;03/06/2026;18:45;Oportunidade Urgente;CSI Cargo;Joinville/SC;Centro;R$ 2.200,00;;;;;(47) 98890-0707;;• Salário: R$ 2.200,00• Vale-alimentação: R$ 200,00• Bônus de presenteísmo: R$ 300,00• Refeição no local• Vale-transporte (com possibilidade de transporte fretado)• Adicional noturno de 20% para o 3º turno• Horas extras disponíveisHorários Disponíveis:ComercialSegunda a quinta-feira: 07h30 às 17h30S;;• Movimentação de eletrodomésticos entre o Centro de Distribuição e caminhões.Salário e Benefícios:• Salário: R$ 2.200,00• Vale-alimentação: R$ 200,00• Bônus de presenteísmo: R$ 300,00• Refeição no local• Vale-transporte (com possibilidade de transporte fretado)• Adicional noturno de 20% para o 3º turno• Horas extras disponíveisHorários Disponíveis:ComercialSegunda a quinta-feira: 07h30 às 17h30Se;;;https://t.me/c/1191506085/170085;Empregos Joinville e Região;"OPORTUNIDADE URGENTE | AUXILIAR OPERACIONALLocal: Joinville – Região Norte IndustrialVaga Masculina – Art. 390Atividades:• Movimentação de eletrodomésticos entre o Centro de Distribuição e caminhões.Salário e Benefícios:• Salário: R$ 2.200,00• Vale-alimentação: R$ 200,00• Bônus de presenteísmo: R$ 300,00• Refeição no local• Vale-transporte (com possibilidade de transporte fretado)• Adicional noturno de 20% para o 3º turno• Horas extras disponíveisHorários Disponíveis:ComercialSegunda a quinta-feira: 07h30 às 17h30Sexta-feira: 07h30 às 16h302º Turno13h30 às 22h00Segunda a sexta-feira, com sábados alternados3º Turno22h00 às 05h00Domingo a sexta-feiraEntrevista PresencialEmpresa: CSI CargoLocal: Grupo Guia RHRua Cel. Procópio Gomes, 95 – Joinville/SCData: 03/06/2026 (quarta-feira)Horário: 13h00Importante:• Obrigatório possuir Certificado de Dispensa Militar;• Contratação inicial temporária, com grandes chances de efetivação.Interessados:(47) 98890-0707"
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;03/06/2026;18:45;Vagas Operacionais;;Joinville/SC;;;;;;;(47) 99243-7160;;;;;;;https://t.me/c/1191506085/170079;Empregos Joinville e Região;30 VAGAS OPERACIONAIS | JOINVILLE - ✔(não precisa de experiência) Vagas masculinas - ART. 390Está em busca de uma oportunidade no mercado de trabalho? Temos vagas para início imediato em uma empresa do segmento industrial! Local: Joinville 1º, 2º e 3º turno Auxiliar de Produção Operador de Produção Misturador Operador de Injetora/Prensa Entre em contato: (47) 99243-7160☑ https://tinyurl.com/EMPLOYER15 Rua Mal. Deodoro, 184 – Joinville Confira mais oportunidades: @employerrhjoinville
ÚLTIMOS 30 DIAS;Administrativo;JUNE/2026;03/06/2026;18:45;Assistente De Compras;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170065;Empregos Joinville e Região;*Assistente de Compras* Joinville - SC Aponte a câmera do celular para o QR Code ou Clique aqui para se candidatar: https://bedinconsulting.selecty.com.br/vaga/280/vaga-para-assistente-de-compras-em-joinville-sc Fique por dentro das nossas vagas!Siga nosso canal no WhatsApp e acompanhe as oportunidades atualizadas:https://whatsapp.com/channel/0029VbC0FmvEawdnD6IhYc1Q Para mais vagas, siga no Instagram: @encontrarh_bedintalent @bedinsolutions
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;03/06/2026;18:45;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170056;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-311-vendedor-interno-televendas
ÚLTIMOS 30 DIAS;Técnico;JUNE/2026;03/06/2026;18:45;Estágio Engenheiro Ambiental;Não exigida;Joinville/SC;Atiradores;R$ 1.621,00;;Estágio;Superior Incompleto;;(47) 99680-0136;;Ticket alimentaçãoVale-transporte Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Experiência: Não exigidaEscolaridade: Superior incompletoEstar cursando Engenharia Ambiental, Engenharia Química, Engenharia Sanitária ou áreas correlatasPreferencialmente a partir do 5º período Benefícios:Ticket alimentaçãoVale-transporte Procure o SINE Joinville para mais informações:Rua do Prínci;Auxiliar nas rotinas administrativas do setorApoiar na elaboração de estudos ambientaisOrganizar e atualizar documentações técnicasDar suporte às atividades da área ambientalAuxiliar no gerenciamento de informações e processos ambientais Requisitos:Experiência: Não exigidaEscolaridade: Superior incompletoEstar cursando Engenharia Ambiental, Engenharia Química, Engenharia Sanitária ou áreas correla;Não exigidaEscolaridade: Superior incompletoEstar cursando Engenharia Ambiental, Engenharia Química, Engenharia Sanitária ou áreas correlatasPreferencialmente a partir do 5º período Benefícios:Ticket ;;https://t.me/c/1191506085/170052;Empregos Joinville e Região;VAGA: ESTÁGIO ENGENHEIRO AMBIENTAL 9052540 Local de trabalho: Joinville – Atiradores Salário: R$ 1.621,00 Horário: Segunda a sexta-feira – 08:00 às 15:00 (1 hora de intervalo) Atividades:Auxiliar nas rotinas administrativas do setorApoiar na elaboração de estudos ambientaisOrganizar e atualizar documentações técnicasDar suporte às atividades da área ambientalAuxiliar no gerenciamento de informações e processos ambientais Requisitos:Experiência: Não exigidaEscolaridade: Superior incompletoEstar cursando Engenharia Ambiental, Engenharia Química, Engenharia Sanitária ou áreas correlatasPreferencialmente a partir do 5º período Benefícios:Ticket alimentaçãoVale-transporte Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;03/06/2026;18:45;Auxiliar De Encanador;Não exigida;Joinville/SC;Centro;;;;;;(47) 99680-0136;;Sem benefícios informados Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Experiência: Não exigidaEscolaridade: Fundamental completoNecessário disponibilizar veículo para o trabalhoNão exige CNH Benefícios:Sem benefícios informados Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Auxiliar em serviços de elétrica e hidráulicaSeparar e entregar peças para a execução dos serviçosAuxiliar na aplicação de cola e utilização de lixaDar suporte nas instalações e manutençõesAuxiliar nas atividades operacionais da equipe Requisitos:Experiência: Não exigidaEscolaridade: Fundamental completoNecessário disponibilizar veículo para o trabalhoNão exige CNH Benefícios:Sem benefícios inform;Não exigidaEscolaridade: Fundamental completoNecessário disponibilizar veículo para o trabalhoNão exige CNH Benefícios:Sem benefícios informados Procure o SINE Joinville para mais informações:Rua do P;;https://t.me/c/1191506085/170051;Empregos Joinville e Região;VAGA: AUXILIAR DE ENCANADOR 9047463 Local de trabalho: Joinville – Centro Salário: Não informado Horário: Segunda a sexta-feira – 07:30 às 12:00 e das 13:00 às 17:00 Atividades:Auxiliar em serviços de elétrica e hidráulicaSeparar e entregar peças para a execução dos serviçosAuxiliar na aplicação de cola e utilização de lixaDar suporte nas instalações e manutençõesAuxiliar nas atividades operacionais da equipe Requisitos:Experiência: Não exigidaEscolaridade: Fundamental completoNecessário disponibilizar veículo para o trabalhoNão exige CNH Benefícios:Sem benefícios informados Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;03/06/2026;18:45;Estamoscontratandoa Sapore Está;médica;Joinville/SC;Distrito Industrial;R$ 300,00;;;;;(35) 98451-9975;;✔ Assistência médica✔ Assistência odontológica✔ Gratificação de R$ 300,00✔ Vale transporte✔ Vale alimentação de R$ 284,00 Código da vaga: 2352 Interessados, entre em contato: (35) 98451-9975 Candidate-se agora: https://grupoexpertrh.selecty.com.br/search?text=2352&location=✨ Não perca essa oportunid;;;;;https://t.me/c/1191506085/170047;Empregos Joinville e Região;#EstamosContratandoA Sapore está com oportunidade aberta para Oficial de Serviços Gerais em Joinville (Distrito Industrial) Benefícios:✔ Assistência médica✔ Assistência odontológica✔ Gratificação de R$ 300,00✔ Vale transporte✔ Vale alimentação de R$ 284,00 Código da vaga: 2352 Interessados, entre em contato: (35) 98451-9975 Candidate-se agora: https://grupoexpertrh.selecty.com.br/search?text=2352&location=✨ Não perca essa oportunidade de fazer parte de uma grande equipe!#Vagas #Emprego #Oportunidade #Joinville #ServiçosGerais #Trabalho #RH #Recrutamento
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;03/06/2026;18:45;Nossas Vagas São;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170043;Empregos Joinville e Região;Atenção, nossas vagas são para Joinville Sc, não fornecemos alojamento.
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;03/06/2026;18:45;Vaga Para Inicio;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/170036;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;03/06/2026;18:45;Estamos Contratando Auxiliar;Estamos;Joinville/SC;;;;;;;(47) 999956660;;;;;;;https://t.me/c/1191506085/170028;Empregos Joinville e Região;Estamos contratando auxiliar de cozinha,Para cidade de Joinville, Avenida Getúlio Vargas n850 (Adriano Lanches) WhatsApp 47 999956660
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;03/06/2026;18:45;Estamos Contratando Garçom;Estamos;Joinville/SC;;;;;;;47 999956660;;;;;;;https://t.me/c/1191506085/170027;Empregos Joinville e Região;Estamos contratando garçom horário das 22 às 7 horas Avenida Getúlio Vargas 850 Adriano Lanches WhatsApp 047 999956660
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;03/06/2026;13:28;Auxiliar De Limpeza;médica;Joinville/SC;América;R$ 1.752,85;;;;;(47) 99680-0136;;Assistência médicaAssistência odontológicaVale-transporteTicket alimentaçãoAssiduidade (7%): R$ 147,24Insalubridade (20%): R$ 350,57Vale-refeição de R$ 33,00 por dia trabalhadoRefeição no local Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joi;Experiência: 6 mesesEscolaridade: Fundamental completoNão exige CNH Benefícios:Assistência médicaAssistência odontológicaVale-transporteTicket alimentaçãoAssiduidade (7%): R$ 147,24Insalubridade (20%): R$ 350,57Vale-refeição de R$ 33,00 por dia trabalhadoRefeição no local Procure o SINE Joinville pa;Realizar limpeza e higienização de áreas hospitalaresConservar ambientes limpos e organizadosExecutar serviços de limpeza de recintos e acessóriosSeguir normas de higiene, segurança e qualidadeAuxiliar na manutenção da limpeza dos ambientes Requisitos:Experiência: 6 mesesEscolaridade: Fundamental completoNão exige CNH Benefícios:Assistência médicaAssistência odontológicaVale-transporteTicket alime;6 mesesEscolaridade: Fundamental completoNão exige CNH Benefícios:Assistência médicaAssistência odontológicaVale-transporteTicket alimentaçãoAssiduidade (7%): R$ 147,24Insalubridade (20%): R$ 350,57Va;;https://t.me/c/1191506085/169996;Empregos Joinville e Região;VAGA: AUXILIAR DE LIMPEZA 9056407 Local de trabalho: Joinville – América Salário: R$ 1.752,85 Horário: Escalas 6x1 e 12x36 – Diurno e Noturno Atividades:Realizar limpeza e higienização de áreas hospitalaresConservar ambientes limpos e organizadosExecutar serviços de limpeza de recintos e acessóriosSeguir normas de higiene, segurança e qualidadeAuxiliar na manutenção da limpeza dos ambientes Requisitos:Experiência: 6 mesesEscolaridade: Fundamental completoNão exige CNH Benefícios:Assistência médicaAssistência odontológicaVale-transporteTicket alimentaçãoAssiduidade (7%): R$ 147,24Insalubridade (20%): R$ 350,57Vale-refeição de R$ 33,00 por dia trabalhadoRefeição no local Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;02/06/2026;17:42;Temos Vaga Para;TEMOS Vaga para costureira;Joinville/SC;Santa Catarina;;;;;;(47) 999221506;;;;;;;https://t.me/c/1191506085/169969;Empregos Joinville e Região;TEMOS Vaga para costureira Estamos contratando costureiras para trabalhar em confecção no Bairro Santa Catarina, Rua Santa Catarina, 4749C galpão AzulSeg á sex das 05:00hs às 14:48hs* Salário a combinar mediante teste * Prêmio de assiduidade* Prêmio de produção * Vale transporte* Convênio farmaSesiSomente com registrado em carteira Mais informações no Whats(47) 999221506/(47) 991930370
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;02/06/2026;17:42;De Que Te Dá Oportunidade De Crescimento;sólida;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/169968;Empregos Joinville e Região;Se você quer trabalhar em uma empresa sólida, responsável e dá oportunidade de que te dá oportunidade de crescimento, estamos com vaga administrativa.
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;02/06/2026;17:42;Estamos Contratando;Estamos;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/169967;Empregos Joinville e Região;Estamos contratando!Venha fazer parte da nossa equipe!
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;02/06/2026;17:42;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/169961;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-311-vendedor-interno-televendas
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;02/06/2026;17:41;Vagas Para Cidade;;Joinville/SC;;;;;;rh01@jdunit.com;;;;;;;;https://t.me/c/1191506085/169948;Empregos Joinville e Região;✅ Vagas para cidade de Joinville / SC, através do RH JDunit. Acesse nossa plataforma e confira mais oportunidades de trabalho e emprego: https://www.rhjdunit.com.br/vagas-joinville-scContato em caso de dúvidas: | rh01@jdunit.com
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;02/06/2026;17:41;Para Trabalhar Em Empresa No Jardim Sofia;NO JARDIM SOFIA;Joinville/SC;Jardim Sofia;;;;;;(47) 99608-4330;;;;;;;https://t.me/c/1191506085/169946;Empregos Joinville e Região;VAGA PARA TRABALHAR EM EMPRESA NO JARDIM SOFIA.MASCULINA OU FEMININA. CHAMAR NO TELEFONE 47 99608-4330
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;02/06/2026;17:41;Estamos Contratando Para;em áreas correlatas à produção;Joinville/SC;Zona Industrial Norte;;;;Fundamental Completo;;(47) 99258-9312;;atrativos✅ Oportunidade de crescimento profissional Joinville/SC Entre em contato: (47) 99258-9312https://tinyurl.com/EMPLOYER10;;;em áreas correlatas à produção✅ Benefícios atrativos✅ Oportunidade de crescimento profissional Joinville/SC Entre em contato: (47) 99258-9312https://tinyurl.com/EMPLOYER10;;https://t.me/c/1191506085/169943;Empregos Joinville e Região;Estamos contratando para a vaga de Auxiliar de Produção (Montagem) na região da Zona Industrial Norte. ‍♂✅ Ensino Fundamental Completo✅ Experiência em áreas correlatas à produção✅ Benefícios atrativos✅ Oportunidade de crescimento profissional Joinville/SC Entre em contato: (47) 99258-9312https://tinyurl.com/EMPLOYER10
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;02/06/2026;17:41;Vaga De Emprego;e sai junto para o local da obra;Joinville/SC;Glória;R$2.000,00;;;;;;;;ter disponibilidade para viajar, caso necessário.DÚVIDAS FREQUENTES: Onde fica a obra?Todos os dias a equipe se encontra na empresa e sai junto para o local da obra. Posso ir direto para a obra?Não. Trabalho com porcelanato, pintura, reboco etc. Posso participar?No momento buscamos apenas ajudante d;;;;https://t.me/c/1191506085/169942;Empregos Joinville e Região;VAGA DE EMPREGO – AJUDANTE DE OBRAS Nossa empresa atua no ramo de cercamentos em geral e estamos contratando: AJUDANTE DE OBRAS Empresa localizada no bairro Glória – Joinville/SC Salário: R$2.000,00 Registro em carteira Cartão Alelo de R$400,00 após 30 dias Fornecemos alimentação Vale transporte Cesta básica(Perde apenas em caso de atraso ou falta) Horário de trabalho:Segunda a sexta-feira08:00 às 12:0013:12 às 18:00 Necessário ter disponibilidade para viajar, caso necessário.DÚVIDAS FREQUENTES: Onde fica a obra?Todos os dias a equipe se encontra na empresa e sai junto para o local da obra. Posso ir direto para a obra?Não. Trabalho com porcelanato, pintura, reboco etc. Posso participar?No momento buscamos apenas ajudante de obras para cercamentos. ENTREVISTA:Data: 01/06/2026Horário: 08:10 da manhã Endereço:Rua Benjamin Constant, 2787 – GlóriaJoinville/SC Procurar pelo Sr. Emerson
